	sc_id	spot	exp_cor_before	interface_cor_before	mix_cor_before	exp_cor_after	interface_cor_after	mix_cor_after	celltype	UMAP1	UMAP2	st_x	st_y	spex_UMAP1	spex_UMAP2	indice	core1	core2	centering_scale_factor	adj_spex_UMAP1	adj_spex_UMAP2
233	cell_1473	spot_23	0.9741086480313326	0.7704207920610986	0.9537398624343092	0.9854197181819839	0.8950230851936536	0.9763800548831509	Astro	-18.075945	-8.53683	1125	3375	26.67792	18.631119	105	26.65534782409668	18.4201602935791	0.0	1125.0	3375.0
234	cell_958	spot_24	0.9612838839953683	0.9057898111545541	0.955734476711287	0.9827155812923576	0.9527046958949293	0.9797144927526148	ExcitatoryL6	-18.207607	-8.043809	1125	4125	26.70482	18.21836	106	26.897249221801758	18.21826171875	1132.1291823964684	907.1459790160849	4125.112286982507
235	cell_437	spot_24	0.9612838839953683	0.9057898111545541	0.955734476711287	0.9827155812923576	0.9527046958949293	0.9797144927526148	ExcitatoryL6	-18.25801	-8.115469	1125	4125	26.822165	18.214376	106	26.897249221801758	18.21826171875	1132.1291823964684	1039.9944355121243	4120.601373396794
236	cell_883	spot_24	0.9612838839953683	0.9057898111545541	0.955734476711287	0.9827155812923576	0.9527046958949293	0.9797144927526148	ExcitatoryL6	-18.288507	-8.237998	1125	4125	26.760168	18.407576	106	26.897249221801758	18.21826171875	1132.1291823964684	969.8064339850728	4339.327777860187
237	cell_1082	spot_24	0.9612838839953683	0.9057898111545541	0.955734476711287	0.9827155812923576	0.9527046958949293	0.9797144927526148	ExcitatoryL6	-18.140192	-8.067734	1125	4125	26.808813	18.170841	106	26.897249221801758	18.21826171875	1132.1291823964684	1024.878880174647	4071.3138661713774
238	cell_317	spot_24	0.9612838839953683	0.9057898111545541	0.955734476711287	0.9827155812923576	0.9527046958949293	0.9797144927526148	ExcitatoryL6	-18.295547	-8.27054	1125	4125	26.919043	18.378738	106	26.897249221801758	18.21826171875	0.0	1125.0	4125.0
239	cell_202	spot_24	0.9612838839953683	0.9057898111545541	0.955734476711287	0.9827155812923576	0.9527046958949293	0.9797144927526148	ExcitatoryL6	-18.253944	-8.144741	1125	4125	26.790419	18.020107	106	26.897249221801758	18.21826171875	1132.1291823964684	1004.0539636496998	3900.6635651413553
240	cell_851	spot_24	0.9612838839953683	0.9057898111545541	0.955734476711287	0.9827155812923576	0.9527046958949293	0.9797144927526148	Vip	-18.62809	-8.205563	1125	4125	27.228039	18.201103	106	26.897249221801758	18.21826171875	1132.1291823964684	1499.496520946192	4105.574352026293
241	cell_270	spot_24	0.9612838839953683	0.9057898111545541	0.955734476711287	0.9827155812923576	0.9527046958949293	0.9797144927526148	Other	-18.666346	-7.9364753	1125	4125	27.162098	18.143204	106	26.897249221801758	18.21826171875	1132.1291823964684	1424.8429524994401	4040.0246666227995
242	cell_903	spot_24	0.9612838839953683	0.9057898111545541	0.955734476711287	0.9827155812923576	0.9527046958949293	0.9797144927526148	Sst	-18.381886	-8.222021	1125	4125	26.864346	18.330467	106	26.897249221801758	18.21826171875	1132.1291823964684	1087.7487935533113	4252.031127056159
243	cell_241	spot_24	0.9612838839953683	0.9057898111545541	0.955734476711287	0.9827155812923576	0.9527046958949293	0.9797144927526148	Astro	-18.238396	-8.092906	1125	4125	26.725079	18.17835	106	26.897249221801758	18.21826171875	1132.1291823964684	930.0805951931343	4079.815286366184
244	cell_1282	spot_24	0.9612838839953683	0.9057898111545541	0.955734476711287	0.9827155812923576	0.9527046958949293	0.9797144927526148	Astro	-18.390356	-7.991267	1125	4125	27.08476	18.137754	106	26.897249221801758	18.21826171875	1132.1291823964684	1337.2871778896272	4033.85536068006
245	cell_528	spot_25	0.9673094692447821	0.8960251335539301	0.960181035675697	0.9926237568286724	0.9608796360696124	0.9894493447527665	ExcitatoryL6	-18.989916	-7.758827	1125	4875	27.49922	18.040442	107	27.437467575073242	17.983888626098633	0.0	1125.0	4875.0
246	cell_1063	spot_25	0.9673094692447821	0.8960251335539301	0.960181035675697	0.9926237568286724	0.9608796360696124	0.9894493447527665	ExcitatoryL6	-18.930374	-7.95426	1125	4875	27.419914	18.071836	107	27.437467575073242	17.983888626098633	2443.93481956584	1082.1008069143975	5089.938801823007
247	cell_218	spot_25	0.9673094692447821	0.8960251335539301	0.960181035675697	0.9926237568286724	0.9608796360696124	0.9894493447527665	ExcitatoryL6	-18.773214	-7.9613895	1125	4875	27.421999	17.996414	107	27.437467575073242	17.983888626098633	2443.93481956584	1087.1957561747	4905.611648483446
248	cell_1357	spot_25	0.9673094692447821	0.8960251335539301	0.960181035675697	0.9926237568286724	0.9608796360696124	0.9894493447527665	ExcitatoryL6	-18.844372	-7.9169216	1125	4875	27.46511	18.012602	107	27.437467575073242	17.983888626098633	0.0	1125.0	4875.0
249	cell_797	spot_25	0.9673094692447821	0.8960251335539301	0.960181035675697	0.9926237568286724	0.9608796360696124	0.9894493447527665	ExcitatoryL6	-18.83135	-7.833198	1125	4875	27.438778	17.9187	107	27.437467575073242	17.983888626098633	2443.93481956584	1128.202406351169	4715.681449388273
250	cell_345	spot_25	0.9673094692447821	0.8960251335539301	0.960181035675697	0.9926237568286724	0.9608796360696124	0.9894493447527665	ExcitatoryL6	-18.776175	-7.9072285	1125	4875	27.44556	18.014746	107	27.437467575073242	17.983888626098633	0.0	1125.0	4875.0
251	cell_300	spot_25	0.9673094692447821	0.8960251335539301	0.960181035675697	0.9926237568286724	0.9608796360696124	0.9894493447527665	ExcitatoryL6	-18.875055	-7.601594	1125	4875	27.314957	17.957426	107	27.437467575073242	17.983888626098633	2443.93481956584	825.5913211907703	4810.32724058789
252	cell_318	spot_25	0.9673094692447821	0.8960251335539301	0.960181035675697	0.9926237568286724	0.9608796360696124	0.9894493447527665	ExcitatoryL6	-18.969744	-7.6914244	1125	4875	27.458445	17.831888	107	27.437467575073242	17.983888626098633	2443.93481956584	1176.2664702331258	4503.520863264387
253	cell_258	spot_25	0.9673094692447821	0.8960251335539301	0.960181035675697	0.9926237568286724	0.9608796360696124	0.9894493447527665	ExcitatoryL6	-18.738	-7.8508644	1125	4875	27.304726	17.937265	107	27.437467575073242	17.983888626098633	2443.93481956584	800.5873798986728	4761.055864850106
254	cell_1438	spot_25	0.9673094692447821	0.8960251335539301	0.960181035675697	0.9926237568286724	0.9608796360696124	0.9894493447527665	ExcitatoryL6	-18.942642	-7.9277864	1125	4875	27.414316	18.084873	107	27.437467575073242	17.983888626098633	2443.93481956584	1068.419493026943	5121.799715083911
255	cell_260	spot_25	0.9673094692447821	0.8960251335539301	0.960181035675697	0.9926237568286724	0.9608796360696124	0.9894493447527665	ExcitatoryL6	-18.899635	-7.8732347	1125	4875	27.57014	18.026854	107	27.437467575073242	17.983888626098633	0.0	1125.0	4875.0
256	cell_712	spot_25	0.9673094692447821	0.8960251335539301	0.960181035675697	0.9926237568286724	0.9608796360696124	0.9894493447527665	ExcitatoryL6	-19.02534	-7.865569	1125	4875	27.496445	17.913633	107	27.437467575073242	17.983888626098633	2443.93481956584	1269.136254417029	4703.300676071381
257	cell_925	spot_26	0.9684304448501418	0.7295327025995525	0.944540670625083	0.9855371196457275	0.9036516971942384	0.9773485774005787	ExcitatoryL6	-19.067823	-7.5271497	1125	5625	27.655685	17.664154	108	27.868816375732422	17.91806411743164	1131.2069315162364	883.9047909899	5337.775174832717
258	cell_1039	spot_26	0.9684304448501418	0.7295327025995525	0.944540670625083	0.9855371196457275	0.9036516971942384	0.9773485774005787	ExcitatoryL6	-19.30455	-7.758647	1125	5625	27.856777	17.932991	108	27.868816375732422	17.91806411743164	1131.2069315162364	1111.381190964259	5641.885424511043
259	cell_1478	spot_26	0.9684304448501418	0.7295327025995525	0.944540670625083	0.9855371196457275	0.9036516971942384	0.9773485774005787	ExcitatoryL6	-19.353218	-7.7350106	1125	5625	27.86927	17.864416	108	27.868816375732422	17.91806411743164	1131.2069315162364	1125.513510226633	5564.313016199575
260	cell_263	spot_26	0.9684304448501418	0.7295327025995525	0.944540670625083	0.9855371196457275	0.9036516971942384	0.9773485774005787	ExcitatoryL6	-19.25422	-7.7655587	1125	5625	27.906643	18.000145	108	27.868816375732422	17.91806411743164	0.0	1125.0	5625.0
261	cell_683	spot_26	0.9684304448501418	0.7295327025995525	0.944540670625083	0.9855371196457275	0.9036516971942384	0.9773485774005787	ExcitatoryL6	-19.314827	-7.775809	1125	5625	27.930658	17.930582	108	27.868816375732422	17.91806411743164	0.0	1125.0	5625.0
262	cell_1186	spot_26	0.9684304448501418	0.7295327025995525	0.944540670625083	0.9855371196457275	0.9036516971942384	0.9773485774005787	ExcitatoryL6	-19.239925	-7.6826243	1125	5625	27.712656	17.749899	108	27.868816375732422	17.91806411743164	1131.2069315162364	948.3503244323181	5434.770352304474
263	cell_249	spot_26	0.9684304448501418	0.7295327025995525	0.944540670625083	0.9855371196457275	0.9036516971942384	0.9773485774005787	ExcitatoryL6	-19.20473	-7.9403214	1125	5625	27.945433	18.14022	108	27.868816375732422	17.91806411743164	0.0	1125.0	5625.0
264	cell_234	spot_26	0.9684304448501418	0.7295327025995525	0.944540670625083	0.9855371196457275	0.9036516971942384	0.9773485774005787	Endo	-19.470215	-7.809837	1125	5625	28.071169	17.997326	108	27.868816375732422	17.91806411743164	0.0	1125.0	5625.0
265	cell_928	spot_26	0.9684304448501418	0.7295327025995525	0.944540670625083	0.9855371196457275	0.9036516971942384	0.9773485774005787	ExcitatoryL2and3	-19.273909	-7.896726	1125	5625	27.901466	17.99371	108	27.868816375732422	17.91806411743164	0.0	1125.0	5625.0
266	cell_1343	spot_26	0.9684304448501418	0.7295327025995525	0.944540670625083	0.9855371196457275	0.9036516971942384	0.9773485774005787	ExcitatoryL5	-19.154789	-7.776324	1125	5625	27.838408	17.907183	108	27.868816375732422	17.91806411743164	1131.2069315162364	1090.6012876335842	5612.690857802772
267	cell_650	spot_27	0.9687154851748605	0.6502757753704683	0.9368715141944213	0.9760922263334905	0.876803445939229	0.9661633482940644	ExcitatoryL6	-19.400509	-7.650694	1125	6375	27.894794	17.734241	109	28.251707077026367	17.72046661376953	993.0204951022121	770.5784604148837	6388.678730040795
268	cell_1339	spot_27	0.9687154851748605	0.6502757753704683	0.9368715141944213	0.9760922263334905	0.876803445939229	0.9661633482940644	ExcitatoryL6	-19.82522	-7.5698295	1125	6375	28.413954	17.607054	109	28.251707077026367	17.72046661376953	993.0204951022121	1286.1143024356356	6262.378708535628
269	cell_748	spot_27	0.9687154851748605	0.6502757753704683	0.9368715141944213	0.9760922263334905	0.876803445939229	0.9661633482940644	Endo	-20.06698	-7.565967	1125	6375	28.62929	17.71413	109	28.251707077026367	17.72046661376953	993.0204951022121	1499.947210791443	6368.708011465588
270	cell_1204	spot_27	0.9687154851748605	0.6502757753704683	0.9368715141944213	0.9760922263334905	0.876803445939229	0.9661633482940644	Endo	-19.983948	-7.531241	1125	6375	28.542112	17.63618	109	28.251707077026367	17.72046661376953	993.0204951022121	1413.3783884091995	6291.302536623827
271	cell_1288	spot_27	0.9687154851748605	0.6502757753704683	0.9368715141944213	0.9760922263334905	0.876803445939229	0.9661633482940644	ExcitatoryL5	-19.427214	-7.6002164	1125	6375	27.981228	17.737373	109	28.251707077026367	17.72046661376953	993.0204951022121	856.408608646489	6391.78873761861
272	cell_493	spot_27	0.9687154851748605	0.6502757753704683	0.9368715141944213	0.9760922263334905	0.876803445939229	0.9661633482940644	ExcitatoryL5	-19.559984	-7.6599817	1125	6375	28.121443	17.773966	109	28.251707077026367	17.72046661376953	993.0204951022121	995.6448979692447	6428.125823721165
273	cell_378	spot_27	0.9687154851748605	0.6502757753704683	0.9368715141944213	0.9760922263334905	0.876803445939229	0.9661633482940644	ExcitatoryL5	-19.529724	-7.6945033	1125	6375	28.15586	17.774837	109	28.251707077026367	17.72046661376953	993.0204951022121	1029.8227827083945	6428.99139830281
274	cell_226	spot_27	0.9687154851748605	0.6502757753704683	0.9368715141944213	0.9760922263334905	0.876803445939229	0.9661633482940644	ExcitatoryL5	-19.584368	-7.704625	1125	6375	28.274975	17.785942	109	28.251707077026367	17.72046661376953	0.0	1125.0	6375.0
275	cell_257	spot_28	0.9454057111196438	0.8125538756658477	0.9321205275742642	0.9783190353284293	0.8964709247126362	0.97013422426685	ExcitatoryL6	-21.11173	-7.092091	1125	7125	29.63982	17.085104	110	29.427045822143555	17.156829833984375	637.1394968597734	1260.5668956226198	7079.300630990197
276	cell_504	spot_28	0.9454057111196438	0.8125538756658477	0.9321205275742642	0.9783190353284293	0.8964709247126362	0.97013422426685	Endo	-20.447458	-7.3011446	1125	7125	28.9057	17.429981	110	29.427045822143555	17.156829833984375	637.1394968597734	792.8304207340886	7299.035544100358
277	cell_452	spot_28	0.9454057111196438	0.8125538756658477	0.9321205275742642	0.9783190353284293	0.8964709247126362	0.97013422426685	Olig	-21.2392	-6.9995503	1125	7125	29.833563	16.95573	110	29.427045822143555	17.156829833984375	637.1394968597734	1384.0080552000375	6996.871632171797
278	cell_275	spot_28	0.9454057111196438	0.8125538756658477	0.9321205275742642	0.9783190353284293	0.8964709247126362	0.97013422426685	Olig	-21.179209	-7.0272713	1125	7125	29.798609	17.011255	110	29.427045822143555	17.156829833984375	637.1394968597734	1361.7374359612752	7032.248691904395
279	cell_860	spot_28	0.9454057111196438	0.8125538756658477	0.9321205275742642	0.9783190353284293	0.8964709247126362	0.97013422426685	ExcitatoryL2and3	-20.507193	-7.1240153	1125	7125	29.024975	17.243404	110	29.427045822143555	17.156829833984375	637.1394968597734	868.8246859025248	7180.160068058901
280	cell_187	spot_28	0.9454057111196438	0.8125538756658477	0.9321205275742642	0.9783190353284293	0.8964709247126362	0.97013422426685	Sst	-20.981417	-7.1595263	1125	7125	29.433275	17.133633	110	29.427045822143555	17.156829833984375	637.1394968597734	1128.9689971861726	7110.220164183028
281	cell_356	spot_28	0.9454057111196438	0.8125538756658477	0.9321205275742642	0.9783190353284293	0.8964709247126362	0.97013422426685	ExcitatoryL5	-20.468847	-7.2505174	1125	7125	28.999128	17.34509	110	29.427045822143555	17.156829833984375	637.1394968597734	852.3568717966386	7244.948539273358
282	cell_955	spot_28	0.9454057111196438	0.8125538756658477	0.9321205275742642	0.9783190353284293	0.8964709247126362	0.97013422426685	Astro	-21.287893	-7.028721	1125	7125	29.781296	17.050446	110	29.427045822143555	17.156829833984375	637.1394968597734	1350.7066375966433	7057.218375059412
283	cell_844	spot_29	0.9621748614303202	0.855777658283558	0.9515351411156439	0.9693270721819981	0.8915647951327824	0.9615508444770765	ExcitatoryL6	-21.543407	-6.8837376	1125	7875	30.115372	16.866922	111	30.03693389892578	16.957172393798828	1154.0956800787617	1215.5247321082286	7770.842847262789
284	cell_595	spot_29	0.9621748614303202	0.855777658283558	0.9515351411156439	0.9693270721819981	0.8915647951327824	0.9615508444770765	ExcitatoryL4	-21.153095	-7.093858	1125	7875	29.720835	17.03241	111	30.03693389892578	16.957172393798828	1154.0956800787617	760.1913170387022	7961.831013100408
285	cell_301	spot_29	0.9621748614303202	0.855777658283558	0.9515351411156439	0.9693270721819981	0.8915647951327824	0.9615508444770765	Endo	-21.566967	-6.9152246	1125	7875	30.105396	16.945152	111	30.03693389892578	16.957172393798828	1154.0956800787617	1204.012127572531	7861.127641723907
286	cell_1062	spot_29	0.9621748614303202	0.855777658283558	0.9515351411156439	0.9693270721819981	0.8915647951327824	0.9615508444770765	Endo	-21.618828	-6.91398	1125	7875	30.148375	16.857187	111	30.03693389892578	16.957172393798828	1154.0956800787617	1253.6131826400028	7759.607601842101
287	cell_875	spot_29	0.9621748614303202	0.855777658283558	0.9515351411156439	0.9693270721819981	0.8915647951327824	0.9615508444770765	Endo	-21.542711	-7.135081	1125	7875	30.110271	17.03092	111	30.03693389892578	16.957172393798828	0.0	1125.0	7875.0
288	cell_223	spot_29	0.9621748614303202	0.855777658283558	0.9515351411156439	0.9693270721819981	0.8915647951327824	0.9615508444770765	Endo	-21.389627	-7.0108824	1125	7875	29.893564	16.971897	111	30.03693389892578	16.957172393798828	1154.0956800787617	959.5376777944941	7891.993748951355
289	cell_446	spot_29	0.9621748614303202	0.855777658283558	0.9515351411156439	0.9693270721819981	0.8915647951327824	0.9615508444770765	Endo	-21.567083	-7.040369	1125	7875	30.092957	16.917057	111	30.03693389892578	16.957172393798828	1154.0956800787617	1189.6554914765804	7828.703040421645
290	cell_286	spot_29	0.9621748614303202	0.855777658283558	0.9515351411156439	0.9693270721819981	0.8915647951327824	0.9615508444770765	Endo	-21.61105	-6.9185376	1125	7875	30.011251	16.922216	111	30.03693389892578	16.957172393798828	1154.0956800787617	1095.3599961619177	7834.657456343072
291	cell_13	spot_29	0.9621748614303202	0.855777658283558	0.9515351411156439	0.9693270721819981	0.8915647951327824	0.9615508444770765	ExcitatoryL5	-21.452414	-7.2169895	1125	7875	29.955032	17.097893	111	30.03693389892578	16.957172393798828	1154.0956800787617	1030.4777746151312	8037.404768151952
292	cell_1495	spot_29	0.9621748614303202	0.855777658283558	0.9515351411156439	0.9693270721819981	0.8915647951327824	0.9615508444770765	Astro	-21.548534	-6.9562263	1125	7875	30.14377	16.91479	111	30.03693389892578	16.957172393798828	1154.0956800787617	1248.2993341984782	7826.085738931598
293	cell_546	spot_29	0.9621748614303202	0.855777658283558	0.9515351411156439	0.9693270721819981	0.8915647951327824	0.9615508444770765	Astro	-21.65585	-7.0045247	1125	7875	30.109463	16.972452	111	30.03693389892578	16.957172393798828	0.0	1125.0	7875.0
294	cell_1486	spot_30	0.9568071521013999	0.8090600081212486	0.9420324377033847	0.9815358389840784	0.8760644213862102	0.9709886972242916	ExcitatoryL4	-21.910368	-6.9487624	1125	8625	30.405546	16.750208	113	30.429182052612305	16.833955764770508	1245.880792065073	1095.552530717334	8520.660145153059
295	cell_177	spot_30	0.9568071521013999	0.8090600081212486	0.9420324377033847	0.9815358389840784	0.8760644213862102	0.9709886972242916	ExcitatoryL4	-21.638802	-6.8766193	1125	8625	30.147076	16.938894	113	30.429182052612305	16.833955764770508	1245.880792065073	773.5290554992969	8755.740870319054
296	cell_185	spot_30	0.9568071521013999	0.8090600081212486	0.9420324377033847	0.9815358389840784	0.8760644213862102	0.9709886972242916	ExcitatoryL4	-21.785294	-6.8753896	1125	8625	30.192196	16.877771	113	30.429182052612305	16.833955764770508	1245.880792065073	829.743494923986	8679.58903037132
297	cell_211	spot_30	0.9568071521013999	0.8090600081212486	0.9420324377033847	0.9815358389840784	0.8760644213862102	0.9709886972242916	ExcitatoryL4	-21.900614	-7.0390377	1125	8625	30.345026	16.807182	113	30.429182052612305	16.833955764770508	1245.880792065073	1020.1516107416246	8591.643469470562
298	cell_1384	spot_30	0.9568071521013999	0.8090600081212486	0.9420324377033847	0.9815358389840784	0.8760644213862102	0.9709886972242916	Endo	-21.977476	-6.968135	1125	8625	30.481577	16.915773	113	30.429182052612305	16.833955764770508	0.0	1125.0	8625.0
299	cell_1263	spot_30	0.9568071521013999	0.8090600081212486	0.9420324377033847	0.9815358389840784	0.8760644213862102	0.9709886972242916	Endo	-21.886412	-6.835161	1125	8625	30.28885	16.99886	113	30.429182052612305	16.833955764770508	1245.880792065073	950.1639682857596	8830.450278548375
300	cell_1216	spot_30	0.9568071521013999	0.8090600081212486	0.9420324377033847	0.9815358389840784	0.8760644213862102	0.9709886972242916	Endo	-22.07789	-6.8352675	1125	8625	30.672636	16.758453	113	30.429182052612305	16.833955764770508	1245.880792065073	1428.3146368011205	8530.93301552983
301	cell_1060	spot_30	0.9568071521013999	0.8090600081212486	0.9420324377033847	0.9815358389840784	0.8760644213862102	0.9709886972242916	Endo	-21.891788	-6.908097	1125	8625	30.323689	16.858812	113	30.429182052612305	16.833955764770508	1245.880792065073	993.5676179345568	8655.968319858917
302	cell_179	spot_30	0.9568071521013999	0.8090600081212486	0.9420324377033847	0.9815358389840784	0.8760644213862102	0.9709886972242916	Endo	-22.028208	-6.810722	1125	8625	30.68202	16.693111	113	30.429182052612305	16.833955764770508	1245.880792065073	1440.0061756060525	8449.524735777928
303	cell_273	spot_30	0.9568071521013999	0.8090600081212486	0.9420324377033847	0.9815358389840784	0.8760644213862102	0.9709886972242916	Endo	-22.045973	-6.921515	1125	8625	30.609386	16.829437	113	30.429182052612305	16.833955764770508	1245.880792065073	1349.5131899900741	8619.370476538845
304	cell_182	spot_30	0.9568071521013999	0.8090600081212486	0.9420324377033847	0.9815358389840784	0.8760644213862102	0.9709886972242916	Endo	-22.085623	-6.7907934	1125	8625	30.573019	16.745003	113	30.429182052612305	16.833955764770508	1245.880792065073	1304.203724462912	8514.175143242763
305	cell_331	spot_31	0.9597198368189429	0.7377330354740002	0.9375211566844486	0.9801410647797981	0.8864769707342682	0.9707746553752451	Pvalb	-22.707994	-6.7252526	1125	9375	31.114807	16.606386	114	30.949462890625	16.65015983581543	1571.8315426490708	1384.8932891257527	9306.195194427879
306	cell_1505	spot_31	0.9597198368189429	0.7377330354740002	0.9375211566844486	0.9801410647797981	0.8864769707342682	0.9707746553752451	ExcitatoryL4	-22.63714	-6.670126	1125	9375	31.166462	16.551016	114	30.949462890625	16.65015983581543	1571.8315426490708	1466.0859577315994	9219.162361932948
307	cell_346	spot_31	0.9597198368189429	0.7377330354740002	0.9375211566844486	0.9801410647797981	0.8864769707342682	0.9707746553752451	ExcitatoryL4	-22.330282	-6.669041	1125	9375	30.866228	16.687325	114	30.949462890625	16.65015983581543	1571.8315426490708	994.168936367678	9433.416629044565
308	cell_1396	spot_31	0.9597198368189429	0.7377330354740002	0.9375211566844486	0.9801410647797981	0.8864769707342682	0.9707746553752451	ExcitatoryL4	-22.371082	-6.813859	1125	9375	30.935389	16.672092	114	30.949462890625	16.65015983581543	1571.8315426490708	1102.8775311408854	9409.474355523913
309	cell_1033	spot_31	0.9597198368189429	0.7377330354740002	0.9375211566844486	0.9801410647797981	0.8864769707342682	0.9707746553752451	ExcitatoryL4	-22.496582	-6.7800956	1125	9375	30.949486	16.673798	114	30.949462890625	16.65015983581543	0.0	1125.0	9375.0
310	cell_847	spot_31	0.9597198368189429	0.7377330354740002	0.9375211566844486	0.9801410647797981	0.8864769707342682	0.9707746553752451	ExcitatoryL4	-22.531809	-6.8040934	1125	9375	31.051311	16.677946	114	30.949462890625	16.65015983581543	0.0	1125.0	9375.0
311	cell_240	spot_31	0.9597198368189429	0.7377330354740002	0.9375211566844486	0.9801410647797981	0.8864769707342682	0.9707746553752451	Endo	-22.376745	-6.8621764	1125	9375	30.872463	16.782282	114	30.949462890625	16.65015983581543	1571.8315426490708	1003.9694988694325	9582.673589628794
312	cell_290	spot_31	0.9597198368189429	0.7377330354740002	0.9375211566844486	0.9801410647797981	0.8864769707342682	0.9707746553752451	Endo	-22.29011	-6.907388	1125	9375	30.798395	16.73891	114	30.949462890625	16.65015983581543	1571.8315426490708	887.5469709922136	9514.501368543632
313	cell_181	spot_31	0.9597198368189429	0.7377330354740002	0.9375211566844486	0.9801410647797981	0.8864769707342682	0.9707746553752451	Endo	-22.421331	-6.62027	1125	9375	30.918436	16.56119	114	30.949462890625	16.65015983581543	1571.8315426490708	1076.231033889251	9235.15385792082
314	cell_302	spot_31	0.9597198368189429	0.7377330354740002	0.9375211566844486	0.9801410647797981	0.8864769707342682	0.9707746553752451	Endo	-22.409746	-6.735068	1125	9375	30.898739	16.625221	114	30.949462890625	16.65015983581543	1571.8315426490708	1045.2703703971683	9335.800748023727
315	cell_692	spot_31	0.9597198368189429	0.7377330354740002	0.9375211566844486	0.9801410647797981	0.8864769707342682	0.9707746553752451	Other	-22.511951	-6.8061686	1125	9375	30.993357	16.64842	114	30.949462890625	16.65015983581543	1571.8315426490708	1193.9936815089857	9372.265795961579
316	cell_761	spot_31	0.9597198368189429	0.7377330354740002	0.9375211566844486	0.9801410647797981	0.8864769707342682	0.9707746553752451	ExcitatoryL2and3	-22.274153	-6.820342	1125	9375	30.828466	16.577343	114	30.949462890625	16.65015983581543	1571.8315426490708	934.8139237002772	9260.544180290768
317	cell_1167	spot_32	0.9644519855640246	0.7818381009496118	0.9461905971025834	0.9777043119438539	0.895380463987728	0.9694719271482414	ExcitatoryL6	-23.114273	-6.6050434	1125	10125	31.518793	16.453484	115	31.563817977905273	16.359621047973633	756.8447076187215	1090.9231640471505	10196.039361775636
318	cell_1099	spot_32	0.9644519855640246	0.7818381009496118	0.9461905971025834	0.9777043119438539	0.895380463987728	0.9694719271482414	ExcitatoryL4	-22.948526	-6.324125	1125	10125	31.487059	16.32575	115	31.563817977905273	16.359621047973633	756.8447076187215	1066.9051009876102	10099.365142215933
319	cell_944	spot_32	0.9644519855640246	0.7818381009496118	0.9461905971025834	0.9777043119438539	0.895380463987728	0.9694719271482414	ExcitatoryL4	-23.080322	-6.3723636	1125	10125	31.558899	16.270353	115	31.563817977905273	16.359621047973633	756.8447076187215	1121.2770414334323	10057.438190448816
320	cell_832	spot_32	0.9644519855640246	0.7818381009496118	0.9461905971025834	0.9777043119438539	0.895380463987728	0.9694719271482414	Endo	-22.931322	-6.59106	1125	10125	31.265846	16.52629	115	31.563817977905273	16.359621047973633	756.8447076187215	899.4816765626535	10251.143190547651
321	cell_1227	spot_32	0.9644519855640246	0.7818381009496118	0.9461905971025834	0.9777043119438539	0.895380463987728	0.9694719271482414	Endo	-22.95963	-6.3121824	1125	10125	31.485165	16.154984	115	31.563817977905273	16.359621047973633	756.8447076187215	1065.4716392363105	9970.121170357314
322	cell_1279	spot_32	0.9644519855640246	0.7818381009496118	0.9461905971025834	0.9777043119438539	0.895380463987728	0.9694719271482414	Endo	-22.606058	-6.7862835	1125	10125	31.154438	16.638739	115	31.563817977905273	16.359621047973633	756.8447076187215	815.1629445451183	10336.248666426674
323	cell_337	spot_32	0.9644519855640246	0.7818381009496118	0.9461905971025834	0.9777043119438539	0.895380463987728	0.9694719271482414	Endo	-23.28832	-6.539605	1125	10125	31.805191	16.484922	115	31.563817977905273	16.359621047973633	0.0	1125.0	10125.0
324	cell_250	spot_32	0.9644519855640246	0.7818381009496118	0.9461905971025834	0.9777043119438539	0.895380463987728	0.9694719271482414	Endo	-23.058966	-6.5826983	1125	10125	31.506681	16.449554	115	31.563817977905273	16.359621047973633	756.8447076187215	1081.7565153857681	10193.065614335881
325	cell_1029	spot_32	0.9644519855640246	0.7818381009496118	0.9461905971025834	0.9777043119438539	0.895380463987728	0.9694719271482414	ExcitatoryL2and3	-23.51541	-6.330801	1125	10125	31.900358	16.138342	115	31.563817977905273	16.359621047973633	756.8447076187215	1379.7086860486559	9957.526050739902
326	cell_1065	spot_32	0.9644519855640246	0.7818381009496118	0.9461905971025834	0.9777043119438539	0.895380463987728	0.9694719271482414	ExcitatoryL2and3	-23.252165	-6.459574	1125	10125	31.71762	16.249239	115	31.563817977905273	16.359621047973633	756.8447076187215	1241.4048894658106	10041.457906876925
327	cell_963	spot_32	0.9644519855640246	0.7818381009496118	0.9461905971025834	0.9777043119438539	0.895380463987728	0.9694719271482414	ExcitatoryL2and3	-23.343348	-6.384341	1125	10125	31.801945	16.26419	115	31.563817977905273	16.359621047973633	756.8447076187215	1305.224974083089	10052.774026381898
328	cell_548	spot_33	0.9473401909148382	0.8330884891540337	0.9359150207387578	0.9767235382478376	0.8344076885179036	0.9624919532748442	Endo	-23.515402	-6.3230424	1125	10875	31.983782	16.104687	116	32.069644927978516	16.174846649169922	1628.0073893456502	985.214216907171	10760.779144650096
329	cell_1106	spot_33	0.9473401909148382	0.8330884891540337	0.9359150207387578	0.9767235382478376	0.8344076885179036	0.9624919532748442	Endo	-23.704704	-6.2370057	1125	10875	32.185223	16.163296	116	32.069644927978516	16.174846649169922	1628.0073893456502	1313.1613459869175	10856.195044040915
