,sc_id,spot,exp_cor_before,interface_cor_before,mix_cor_before,exp_cor_after,interface_cor_after,mix_cor_after,celltype
1103,cell_361,spot_112,0.9507124193787575,0.8132516720380165,0.9369663446446834,0.9643813845092751,0.8400847651060315,0.8985227778459226,Astro
1104,cell_188,spot_112,0.9507124193787575,0.8132516720380165,0.9369663446446834,0.9643813845092751,0.8400847651060315,0.8985227778459226,Astro
1105,cell_952,spot_112,0.9507124193787575,0.8132516720380165,0.9369663446446834,0.9643813845092751,0.8400847651060315,0.8985227778459226,Astro
1106,cell_487,spot_114,0.9682784421891236,0.7246007447172437,0.9439106724419357,0.9800888203164861,0.7809971270782556,0.9062889081316483,ExcitatoryL6
1107,cell_978,spot_114,0.9682784421891236,0.7246007447172437,0.9439106724419357,0.9800888203164861,0.7809971270782556,0.9062889081316483,ExcitatoryL6
1108,cell_1042,spot_114,0.9682784421891236,0.7246007447172437,0.9439106724419357,0.9800888203164861,0.7809971270782556,0.9062889081316483,Pvalb
1109,cell_988,spot_114,0.9682784421891236,0.7246007447172437,0.9439106724419357,0.9800888203164861,0.7809971270782556,0.9062889081316483,Other
1110,cell_409,spot_114,0.9682784421891236,0.7246007447172437,0.9439106724419357,0.9800888203164861,0.7809971270782556,0.9062889081316483,Other
1111,cell_1037,spot_114,0.9682784421891236,0.7246007447172437,0.9439106724419357,0.9800888203164861,0.7809971270782556,0.9062889081316483,Astro
1112,cell_658,spot_114,0.9682784421891236,0.7246007447172437,0.9439106724419357,0.9800888203164861,0.7809971270782556,0.9062889081316483,Astro
