	adj_spex_UMAP1	adj_spex_UMAP2
522	4550.27321264578	4791.074916837836
523	4772.632365102968	4713.03403035374
524	4905.861849100546	4569.270773554878
525	4815.928374250674	5245.318164598135
526	5000.887726542434	4841.575865331705
527	4900.667240123548	4870.19487471717
528	4742.603233362142	5027.1519171057635
529	6092.214726548944	13371.287411613366
530	6305.568276401279	13355.463251272991
531	6681.390208695634	12941.625318160923
532	6194.556551908184	13442.137232084695
533	6461.04496606133	12867.028920766901
534	6373.111705222541	13130.512320118569
535	6349.806896300209	12805.051584696943
536	6542.307919388222	13086.89771286464
537	7189.565786997109	5590.978409975956
538	7184.045749838756	5583.751927699712
539	6802.262549014534	5815.959518567166
540	7176.187947878119	5594.565564983777
541	7203.125157318114	5579.267280262155
542	7194.812832507435	5585.4772867342
543	424.18265395736773	12119.149929495454
544	375.0	12375.0
545	289.7043539333102	12401.43247928195
546	375.0	12375.0
547	375.0	12375.0
548	481.26583819663915	12315.342200428353
549	42.25233624541511	12263.454937430171
550	245.9230087249664	12498.379465263015
